X,name...2,rating,num_reviewers,type...5,lat,long,address,place_id,licence,osm_type,osm_id,osm_lat,osm_lon,class,type...16,place_rank,importance,addresstype,name...20,amenity,road,hamlet,suburb,city_district,city,state,ISO3166-2-lvl4,region,ISO3166-2-lvl3,postcode,country,country_code,boundingbox,residential,shop,tourism,commercial,house_number,building,district,office,village,retail,neighbourhood,leisure,historic,municipality,town,county,man_made,place,industrial,healthcare,city_block
1023,SOFIKOPI,4.8,75,Coffee wholesaler,-5.1662827,119.422357,"Bonto Lebang, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",25059884,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,1018178839,-5.1662824,119.4223501,highway,residential,26,0.053388335240711,road,"",,,,Bonto Lebang,Mamajang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90132,Indonesia,id,-5.1663541|-5.1650374|119.4223473|119.4223993,,,,,,,,,,,,,,,,,,,,,
1024,Jalan Bareng Creative Space,5,13,Coffee shop,-5.1276541,119.420455,"Jalan Lamuru, Bontoala Tua, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",24733927,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190758270,-5.1276452,119.4205076,highway,residential,26,0.053388335240711,road,Jalan Lamuru,,Jalan Lamuru,,Bontoala Tua,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1308135|-5.1263343|119.4202998|119.4214185,,,,,,,,,,,,,,,,,,,,,
1025,Kampoeng Kopi,4.6,16,Coffee shop,-5.1477867,119.4216624,"Jalan Bulukunyi, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",25037070,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190808521,-5.1477912,119.4215917,highway,secondary,26,0.053388335240711,road,Jalan Bulukunyi,,Jalan Bulukunyi,,Maricaya Baru,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90142,Indonesia,id,-5.1484123|-5.1462898|119.4214360|119.4216315,,,,,,,,,,,,,,,,,,,,,
1026,Rumah Kopi Ailah157,5,1,Coffee shop,-5.1223847,119.4219219,"Jalan Tinumbu Lorong 148 A, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",25012762,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,761373193,-5.1224584,119.4219130,highway,residential,26,0.053388335240711,road,Jalan Tinumbu Lorong 148 A,,Jalan Tinumbu Lorong 148 A,,Layang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1224659|-5.1222594|119.4210146|119.4219753,,,,,,,,,,,,,,,,,,,,,
1027,Manre Na Kopi,5,20,Coffee shop,-5.1321367,119.4207938,"Jalan G. Latimojong 2, Gaddong, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90153, Indonesia",24983789,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,28919708,-5.1321789,119.4207995,highway,residential,26,0.053388335240711,road,Jalan G. Latimojong 2,,Jalan G. Latimojong 2,,Gaddong,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90153,Indonesia,id,-5.1323848|-5.1321294|119.4194509|119.4211238,,,,,,,,,,,,,,,,,,,,,
1028,Kopi Sore,5,12,Cafe,-5.2148481,119.3934038,"Bontoa, Barombong, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90255, Indonesia",24756621,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,907619766,-5.2148549,119.3934029,highway,residential,26,0.053388335240711,road,"",,,Bontoa,Barombong,Tamalate,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90255,Indonesia,id,-5.2148636|-5.2147287|119.3930700|119.3936171,,,,,,,,,,,,,,,,,,,,,
1029,KOPI HOMIES,5,1,Coffee shop,-5.1286753,119.4167647,"Jalan Lamputang, Bontoala Parang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",24518945,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190758271,-5.1285937,119.4167605,highway,residential,26,0.053388335240711,road,Jalan Lamputang,,Jalan Lamputang,,Bontoala Parang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1286090|-5.1284060|119.4165480|119.4187729,,,,,,,,,,,,,,,,,,,,,
1030,Berdua Kopi,4.6,41,Coffee shop,-5.1605231,119.4199617,"Labuang Baji, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",25096515,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,776924329,-5.1605112,119.4199100,highway,residential,26,0.053388335240711,road,"",,,,Labuang Baji,Mamajang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90132,Indonesia,id,-5.1614304|-5.1604258|119.4197020|119.4199297,,,,,,,,,,,,,,,,,,,,,
1031,Kopi Kenangan - SPBU Pertamina (Andalas Makassar),4.4,73,Coffee shop,-5.1248866,119.4181597,"Pertamina, Jalan Andalas, Bontoala Tua, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",24734699,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,1993266735,-5.1246245,119.4181257,amenity,fuel,30,5.50019073776916e-05,amenity,Pertamina,Pertamina,Jalan Andalas,,Bontoala Tua,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1246745|-5.1245745|119.4180757|119.4181757,,,,,,,,,,,,,,,,,,,,,
1032,DK Dapur Kopi,4.6,37,Coffee shop,-5.1333253,119.4281788,"Jalan Laccukang, Malimongan Baru, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90151, Indonesia",24715420,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,28919691,-5.1332736,119.4283383,highway,residential,26,0.053388335240711,road,Jalan Laccukang,,Jalan Laccukang,,Malimongan Baru,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90151,Indonesia,id,-5.1338358|-5.1320905|119.4279650|119.4285205,,,,,,,,,,,,,,,,,,,,,
1033,Kopi Raya Presso,4.6,29,Coffee shop,-5.1478199,119.417034,"Kwartir Daerah Gerakan Pramuka Sulawesi Selatan, No 5, Jalan Monginsidi, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",25026486,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,403207481,-5.1478159,119.4170015,building,yes,30,5.50019073776916e-05,building,Kwartir Daerah Gerakan Pramuka Sulawesi Selatan,,Jalan Monginsidi,,Mangkura,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90142,Indonesia,id,-5.1478898|-5.1477421|119.4169109|119.4170922,,,,,No 5,Kwartir Daerah Gerakan Pramuka Sulawesi Selatan,,,,,,,,,,,,,,,
1034,Kopita 23,4.6,121,Coffee shop,-5.1562257,119.4177553,"Jalan Onta Lama, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",24712518,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,38560296,-5.1562918,119.4177356,highway,unclassified,26,0.053388335240711,road,Jalan Onta Lama,,Jalan Onta Lama,,Mamajang Luar,Mamajang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90131,Indonesia,id,-5.1578680|-5.1562325|119.4175365|119.4231865,,,,,,,,,,,,,,,,,,,,,
1035,Warkop 129,4.6,83,Coffee shop,-5.1210798,119.4201065,"BRI, Jalan Tinumbu, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",24794988,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,250905847,-5.1210782,119.4200881,amenity,bank,30,5.50019073776916e-05,amenity,BRI,BRI,Jalan Tinumbu,,Layang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90165,Indonesia,id,-5.1211461|-5.1210102|119.4200205|119.4201556,,,,,,,,,,,,,,,,,,,,,
1036,Kopi Ticer,4.8,4,Coffee shop,-5.1262267,119.4198176,"Jalan Bandang Lorong V, Bontoala Tua, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",25001765,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190758231,-5.1263365,119.4198201,highway,tertiary,26,0.053388335240711,road,Jalan Bandang Lorong V,,Jalan Bandang Lorong V,,Bontoala Tua,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1263426|-5.1263336|119.4194668|119.4202998,,,,,,,,,,,,,,,,,,,,,
1037,Warkop Omsan,4.8,96,Coffee shop,-5.1240319,119.4198209,"Jalan Bandang IV, Parang Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",25315393,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190758244,-5.1239982,119.4198165,highway,residential,26,0.053388335240711,road,Jalan Bandang IV,,Jalan Bandang IV,,Parang Layang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1241275|-5.1239840|119.4188362|119.4199242,,,,,,,,,,,,,,,,,,,,,
1038,BAR STATION COFFEE,5,6,Coffee shop,-5.1217622,119.4200598,"SPBU Pertamina, Jalan Tinumbu Lorong 148, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",24932283,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,298366508,-5.1219699,119.4198684,amenity,fuel,30,5.50019073776916e-05,amenity,SPBU Pertamina,SPBU Pertamina,Jalan Tinumbu Lorong 148,,Layang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90165,Indonesia,id,-5.1222210|-5.1215772|119.4196655|119.4200517,,,,,,,,,,,,,,,,,,,,,
1039,Warkop Pojok 47,4.4,51,Coffee shop,-5.1250578,119.4188835,"Jalan Bandang, Parang Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",416554514,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,342415988,-5.1250360,119.4189504,highway,secondary,26,0.053388335240711,road,Jalan Bandang,,Jalan Bandang,,Parang Layang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1309145|-5.1225622|119.4184015|119.4207135,,,,,,,,,,,,,,,,,,,,,
1040,Warkop Peng Peng,4.8,35,Coffee shop,-5.1343911,119.4173766,"Jalan Sungai Cerekang, Gaddong, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90115, Indonesia",25028844,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,703958004,-5.1343663,119.4174769,highway,residential,26,0.053388335240711,road,Jalan Sungai Cerekang,,Jalan Sungai Cerekang,,Gaddong,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90115,Indonesia,id,-5.1354412|-5.1320572|119.4169121|119.4177503,,,,,,,,,,,,,,,,,,,,,
1041,Setia Coffee,4.5,45,Coffee shop,-5.1545608,119.440528,"BAKSO SALEMO, 20, Jalan Topaz Raya, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24762075,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,3587337943,-5.1543466,119.4402105,amenity,restaurant,30,5.50019073776916e-05,amenity,BAKSO SALEMO,BAKSO SALEMO,Jalan Topaz Raya,Masale,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1543966|-5.1542966|119.4401605|119.4402605,,,,,20,,,,,,,,,,,,,,,,
1042,Coffe Alba,5,5,Coffee shop,-5.1283881,119.4184192,"Toko Sinar Makmur, 7, Jalan Lamputang, Bontoala Parang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",25000264,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,5019566648,-5.1285476,119.4180990,shop,doityourself,30,5.50019073776916e-05,shop,Toko Sinar Makmur,,Jalan Lamputang,,Bontoala Parang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1285976|-5.1284976|119.4180490|119.4181490,,Toko Sinar Makmur,,,7,,,,,,,,,,,,,,,,
1043,Warkop Nur Tinumbu,4.5,129,Coffee shop,-5.1245818,119.4200764,"Jalan Tinumbu, Bunga Ejaya, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",24976255,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,250501682,-5.1245984,119.4199901,highway,residential,26,0.053388335240711,road,Jalan Tinumbu,,Jalan Tinumbu,,Bunga Ejaya,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1263343|-5.1222466|119.4199030|119.4202998,,,,,,,,,,,,,,,,,,,,,
1044,Everest Coffeshop,0,0,Coffee shop,-5.122681,119.4206491,"Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",24755056,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,317249683,-5.1229047,119.4206542,highway,residential,26,0.053388335240711,road,"",,,,Layang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1229228|-5.1228920|119.4199276|119.4208892,,,,,,,,,,,,,,,,,,,,,
1045,Kopitoa,4.5,2,Coffee shop,-5.1502823,119.4189574,"Jalan Pelanduk, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",24912844,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190808782,-5.1502823,119.4187997,highway,residential,26,0.053388335240711,road,Jalan Pelanduk,,Jalan Pelanduk,,Maricaya,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90131,Indonesia,id,-5.1520294|-5.1479556|119.4186723|119.4188185,,,,,,,,,,,,,,,,,,,,,
1046,Warkop Callysta,4.4,113,Coffee shop,-5.1241949,119.4200679,"Jalan Tinumbu, Bunga Ejaya, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",24710052,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,250501682,-5.1242045,119.4199408,highway,residential,26,0.053388335240711,road,Jalan Tinumbu,,Jalan Tinumbu,,Bunga Ejaya,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1263343|-5.1222466|119.4199030|119.4202998,,,,,,,,,,,,,,,,,,,,,
1047,KOPI TUP’AI,4.8,12,Coffee shop,-5.1612897,119.419875,"Jalan Tupai, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",423689905,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190729810,-5.1613168,119.4199970,highway,tertiary,26,0.053388335240711,road,Jalan Tupai,,Jalan Tupai,,Mamajang Dalam,Mamajang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90132,Indonesia,id,-5.1646851|-5.1560105|119.4192295|119.4212264,,,,,,,,,,,,,,,,,,,,,
1048,WARKOP 167,4.9,21,Coffee shop,-5.1246719,119.420124,"Jalan Tinumbu, Bunga Ejaya, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",24710052,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,250501682,-5.1246941,119.4200086,highway,residential,26,0.053388335240711,road,Jalan Tinumbu,,Jalan Tinumbu,,Bunga Ejaya,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1263343|-5.1222466|119.4199030|119.4202998,,,,,,,,,,,,,,,,,,,,,
1049,Aroma cotto Makassar Dg Sitaba,4,1,Coffee shop,-5.1351226,119.4177516,"Jalan Sungai Cerekang, Gaddong, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90115, Indonesia",24742350,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,703958004,-5.1351424,119.4176740,highway,residential,26,0.053388335240711,road,Jalan Sungai Cerekang,,Jalan Sungai Cerekang,,Gaddong,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90115,Indonesia,id,-5.1354412|-5.1320572|119.4169121|119.4177503,,,,,,,,,,,,,,,,,,,,,
1050,LET'S MI COFFEE,5,4,Coffee shop,-5.1264853,119.4193052,"Jalan Bandang, Bontoala Tua, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",416384907,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,342415988,-5.1264559,119.4194086,highway,secondary,26,0.053388335240711,road,Jalan Bandang,,Jalan Bandang,,Bontoala Tua,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1309145|-5.1225622|119.4184015|119.4207135,,,,,,,,,,,,,,,,,,,,,
1051,Kedai Kopi StarBox,5,3,Coffee shop,-5.1324303,119.4248721,"Jalan Terong, Wajo Baru, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90151, Indonesia",24967150,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,189590649,-5.1323863,119.4246577,highway,service,27,0.0400550019073777,road,Jalan Terong,,Jalan Terong,,Wajo Baru,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90151,Indonesia,id,-5.1348657|-5.1314216|119.4243319|119.4248801,,,,,,,,,,,,,,,,,,,,,
1052,WARKOP BABBA,4.4,185,Coffee shop,-5.1221033,119.419418,"Jalan Ujung, Parang Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",24829251,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,205583863,-5.1222049,119.4195287,highway,residential,26,0.053388335240711,road,Jalan Ujung,,Jalan Ujung,,Parang Layang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90165,Indonesia,id,-5.1222800|-5.1213880|119.4194598|119.4200838,,,,,,,,,,,,,,,,,,,,,
1053,Kopi A'L,5,1,Coffee shop,-5.1241848,119.4197397,"Jalan Bandang IV, Parang Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",24892142,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190758244,-5.1240114,119.4197168,highway,residential,26,0.053388335240711,road,Jalan Bandang IV,,Jalan Bandang IV,,Parang Layang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1241275|-5.1239840|119.4188362|119.4199242,,,,,,,,,,,,,,,,,,,,,
1054,Kopi Pejalan,5,4,Coffee stand,-5.1606694,119.4358882,"Teraskita Hotel, Jalan Andi Pangeran Pettarani, Cilallang, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24758889,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,898295718,-5.1606947,119.4356155,tourism,hotel,30,5.50019073776916e-05,tourism,Teraskita Hotel,,Jalan Andi Pangeran Pettarani,Cilallang,Banta-Bantaeng,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1608512|-5.1605382|119.4354171|119.4358139,,,Teraskita Hotel,,,,,,,,,,,,,,,,,,
1055,Warung 76,4.3,50,Coffee shop,-5.1319674,119.416915,"Gaddong, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",24755425,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,577914328,-5.1319458,119.4169725,highway,residential,26,0.053388335240711,road,"",,,,Gaddong,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1320311|-5.1313209|119.4167087|119.4170045,,,,,,,,,,,,,,,,,,,,,
1056,RATU SOTANG,5,1,Coffee shop,-5.1311409,119.4239164,"Jalan Kandea Raya, Baraya, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90151, Indonesia",24927395,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190758257,-5.1311358,119.4238911,highway,tertiary,26,0.053388335240711,road,Jalan Kandea Raya,,Jalan Kandea Raya,,Baraya,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90151,Indonesia,id,-5.1311977|-5.1280676|119.4238785|119.4239934,,,,,,,,,,,,,,,,,,,,,
1057,Kopi naqi,5,3,Coffee shop,-5.1188656,119.4216945,"Jalan Sibula Dalam, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",24883852,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190758283,-5.1188848,119.4217280,highway,residential,26,0.053388335240711,road,Jalan Sibula Dalam,,Jalan Sibula Dalam,,Layang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90213,Indonesia,id,-5.1211937|-5.1177017|119.4202184|119.4224102,,,,,,,,,,,,,,,,,,,,,
1058,Warung Kopi New Om San,4.8,5,Coffee shop,-5.125214,119.420221,"Jalan Tinumbu, Bunga Ejaya, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",24710052,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,250501682,-5.1252343,119.4201090,highway,residential,26,0.053388335240711,road,Jalan Tinumbu,,Jalan Tinumbu,,Bunga Ejaya,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1263343|-5.1222466|119.4199030|119.4202998,,,,,,,,,,,,,,,,,,,,,
1059,Warkop 122,4.7,120,Coffee shop,-5.1225588,119.4200339,"Jalan Tinumbu, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",24710052,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,250501682,-5.1225478,119.4199683,highway,residential,26,0.053388335240711,road,Jalan Tinumbu,,Jalan Tinumbu,,Layang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1263343|-5.1222466|119.4199030|119.4202998,,,,,,,,,,,,,,,,,,,,,
1060,Kedai kopi kita makassar,5,3,Cafe,-5.1275788,119.4206072,"Jalan Lamuru, Bontoala Tua, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",24733927,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190758270,-5.1275949,119.4204999,highway,residential,26,0.053388335240711,road,Jalan Lamuru,,Jalan Lamuru,,Bontoala Tua,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1308135|-5.1263343|119.4202998|119.4214185,,,,,,,,,,,,,,,,,,,,,
1061,Kedai Kopi Tiga Dara,4.6,7,Coffee shop,-5.1317406,119.4235208,"Jalan Lobak, Wajo Baru, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90153, Indonesia",24779010,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,28919707,-5.1317138,119.4233956,highway,residential,26,0.053388335240711,road,Jalan Lobak,,Jalan Lobak,,Wajo Baru,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90153,Indonesia,id,-5.1325147|-5.1311012|119.4232227|119.4235275,,,,,,,,,,,,,,,,,,,,,
1062,ZWarkop,5,3,Coffee shop,-5.1260714,119.4192168,"Jalan Bandang, Parang Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",416384907,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,342415988,-5.1260505,119.4192810,highway,secondary,26,0.053388335240711,road,Jalan Bandang,,Jalan Bandang,,Parang Layang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1309145|-5.1225622|119.4184015|119.4207135,,,,,,,,,,,,,,,,,,,,,
1063,Kopi Deapati,4.7,13,Coffee shop,-5.191349,119.4492843,"Graha Aliyah, Katangka, Somba Opu, Gowa, Sulawesi Selatan, Sulawesi, 90161, Indonesia",25085986,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,282705815,-5.1913434,119.4494800,highway,living_street,26,0.053388335240711,road,"",,,,,,,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90161,Indonesia,id,-5.1914376|-5.1913274|119.4494795|119.4496974,Graha Aliyah,,,,,,Somba Opu,,Katangka,,,,,Gowa,,,,,,,
1064,KOPI OG,5,2,Coffee shop,-5.1321325,119.4273338,"Jalan Sunu, Timungan Lompoa, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90151, Indonesia",24845432,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,577947495,-5.1320755,119.4273352,highway,secondary,26,0.053388335240711,road,Jalan Sunu,,Jalan Sunu,,Timungan Lompoa,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90151,Indonesia,id,-5.1320905|-5.1320700|119.4271030|119.4279650,,,,,,,,,,,,,,,,,,,,,
1065,Warkop Akar Te'ne,4.7,48,Cafe,-5.1211559,119.4208715,"Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",24691683,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,169031521,-5.1211645,119.4208968,highway,residential,26,0.053388335240711,road,"",,,,Layang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90165,Indonesia,id,-5.1215407|-5.1207769|119.4207853|119.4215463,,,,,,,,,,,,,,,,,,,,,
1066,WARKOP SAHABUDDIN/ACO,4.7,50,Cafe,-5.1226661,119.4201613,"Jalan Tinumbu, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",24710052,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,250501682,-5.1226441,119.4199539,highway,residential,26,0.053388335240711,road,Jalan Tinumbu,,Jalan Tinumbu,,Layang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90156,Indonesia,id,-5.1263343|-5.1222466|119.4199030|119.4202998,,,,,,,,,,,,,,,,,,,,,
